Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Valkyrian Scale,Armor (scale mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Aegis of Radiance,Armor (shield),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Ballatar's Buckler,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Turtle Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgework Dragon Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Four Winds Aegis,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloom Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helmsmans Shelter,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monster Tamers Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonlit Aegis,Armor (shield),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Barricade,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nexus Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prismatic Mirror,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quantumfly Buckler,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Retaliating Bloom Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shield of the Justicars,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skyglider Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spelldrinker Aegis,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Storm's Eye Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Traitor's Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Traitor's Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Splinterguard,Armor (splint),"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Skeletal Armor,Armor (studded leather or hide),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Aged Goodberry Wine,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ankh of Anointment,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chi-Balancing Tea,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Djinn and Tonic,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Essence of Rage,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gorgon Potion,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Oil of Armor Animation,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Puddle Scrying,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Spell Recovery,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rejuvenating Draft,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Snake Oil,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sream's Stoppered Oasis,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vortex Elixir,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Weirdwater Poison,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Band of Mirrored Essence,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Contingency Band,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Elemental Dial,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Enchantment Breaker,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mageplate Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ooze Cube Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ouroboros Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quick Change Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Anchoring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Changing Shapes,Ring,Yes-Sorcerer,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Eldritch Ire,Ring,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Honor,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Misdirection,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Perpetual Motion,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Retribution,Ring,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Sharks,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Solar's Sight,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Arcane Berserker,Ring,Yes-Barbarian,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Koi,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Twisted Blooms,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Vitality,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Fire,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Stone,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of the True Companions,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rng of Salt,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Signet Rings BDS,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Smiter's Signet,Ring,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tracking Signet,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodmire Rod of the Witch Doctor,Rod,"Yes-Cleric, Druid, Paladin, Warlock",,GSB,,,,,,,,,,,,,,,,,,,,,
Doorway Scepter,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Duck Cover Cane,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Honey Scepter,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Pylons,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Naga's Caduceus of Rebirth,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Nana's Wooden Spoon,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nevermore's Vigil,Rod,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Parader's Scepter,Rod,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Reliquary of Holy Memories,Rod,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Rocborne Rod,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Refstrophobia,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Reverberation,Rod,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Storms,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of the Magicycle,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Water Absorption,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tremor Spike,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mobius Scroll,Scroll,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Comedic Endings,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mass Sending,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mastery,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mastery,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Monetery Omniscience,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Necrosis,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Nightmares,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Paywall,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of the Jester,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of the Skyfallen,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Captain's Wright,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Radiance,Staff,Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Enzymatic Gastrostaff,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Brigade Staff,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Siege Staff,Staff,"Yes-Bard, Cleric, Druid, Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Magpie,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Mirage,Staff,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Mustang,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Reverent Warrior,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Torrent Taiaha,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Acanist's Scribing Wand,Wand,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Direstone Runic Wand,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Wand of the Unbroken Circle,Wand,Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Ouroboros Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stitchwitch's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stitchwitch's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Branding,Wand,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Burning,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Gilding,Wand,"Yes-Bard, Sorcerer, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Incense,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Meadow's Rest,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Shadow,Wand,"Yes-Sorcerer, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Stars,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Termites,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of the Dragon Queen,Wand,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of the Frostrose,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Weight,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Whispers,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Warmind Wand,Wand,"Yes-Orc, Half-Orc",,GSB,,,,,,,,,,,,,,,,,,,,,
Wond of Fireballs,Wand,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Behirazooka,Weapon,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Raven's Feather,Weapon,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Phoenix Arrow,Weapon (a bolt or arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironleaf Impaler,Weapon (a javelin or a spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wildfire Ammunition,Weapon (an arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Runic Ammunition,Weapon (any ammunition),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Aurora,Weapon (any axe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Radiant Sun,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wavecutter,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Cobra,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Twilight Valkyrie,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloudburst,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Reach,Weapon (any bow),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Gambler's Bow,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Marshwarden Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Stinger,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skirmisher's Bow,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Webgrip Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodletter's Crossbow,Weapon (any crossbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonkin Weapon,Weapon (any melee),Yes-Dragonborn,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Weapon,Weapon (any melee),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Verax Weapon,Weapon (any metal melee weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Edge Weapons,Weapon (any slashing or piercing simple weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Fang,Weapon (any sword or dagger),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Ennervating Crystal Sword,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monster Tamers Sword,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Solacesteel Mitigator,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Sacrifice,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Voltedge,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Whirling Weapons,Weapon (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonbreath Ammunition,Weapon (arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ammunition of Fireworks,"Weapon (arrow, bolt, or firearm bullet)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ammunition of Fireworks,"Weapon (arrow, bolt, or firearm bullet)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arrow of Expulsion,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blossoming Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Murderous Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pointed Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadowfletched Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sonar Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Minotaur,Weapon (battleaxe or greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Weapon of Mooring,"Weapon (battleaxe, longsword, or warhammer)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dwarven Iron Axe,Weapon (battleaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fyre Shredder,Weapon (battleaxe),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Phase Axe,Weapon (battleaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sheer Cold,Weapon (battleaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stonebleeder,Weapon (battleaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Discordant Blowgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fife of Dragonsong,Weapon (blowgun),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Snowstorm Blowgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Blowgun,Weapon (blowgun),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpentine Bolas,Weapon (bolas),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolt of Wild Lightning,Weapon (bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blazeball Bat,Weapon (club or greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Druidic Throwing Club,Weapon (club),"Yes-Druid, Ranger, Nature Cleric, OoA Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Medzo's Crossbow,"Weapon (crossbow, hand)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quickdraw,"Weapon (crossbow, hand)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vigilus,"Weapon (crossbow, hand)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Consecrated Hunter's Crossbow,"Weapon (crossbow, heavy or light)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Comet Ballista,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Riptide Crossbow,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spitfire,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonbolt Blaster,"Weapon (crossbow, light or heavy)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Faerie Firework Launcher,"Weapon (crossbow, light or heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Fire,"Weapon (crossbow, light)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Blaster,"Weapon (crossbow, light)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiker and Striker,Weapon (dagger and warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Aurum and Argentum,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Basilisk Dagger,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blood Pact Bayonet,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cursed Fang,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Death Marker,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Devotee's Sacrificial Blade,Weapon (dagger),Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Fish Ripper,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lamian Facestealer,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Midnight Smoke,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Carver,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Stiletto,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nail of Mundanity,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Narwhal Stiletto,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Obsidian Star,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pick and Pocket,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seraphim's Stiletto,Weapon (dagger),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Tongue,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiderbite Daggers,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wandblade,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bullseye Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Problem Solver,Weapon (firearm bullet),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ankylosaurus Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Caduceus Flail,Weapon (flail),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Hagshead Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Harbinger's Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hell's Bells,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hydra Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lantern Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Thunderous Flail,Weapon (flail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tormentor's Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Aciurgist's Blade,Weapon (glaive),Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Scythe,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glaive of the Forest,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hellish Reaper,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Virtue,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rime of the Justicar,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wavebenders Leiomano,Weapon (glaive),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Greataxe,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Giantcraft Ambusher,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Digger,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Jotun Frostcleaver,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus Rax,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Greatstone's Grasp,Weapon (greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stalagmight Geode,Weapon (greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candleflame Claymore,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Claymore,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
King Crab Claymore,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Seadevil's Fang,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyvernwing,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Death Knell,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Halberd of the Peacock,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Harrier's Halberd,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Valor,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prototype Thunderberd,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dusk Cleaver,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Meteoric Javelin,Weapon (javelin),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cannonlance,Weapon (lance),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Drill Lance,Weapon (lance),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Steel Hawk Elite Lance,Weapon (lance),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Reap and Sew,Weapon (light crossbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Master Machinists Marvelous Mallet,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Polaris Magistrate Gavel,Weapon (light hammer),Yes-Lawful Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Quake Hammer,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Striker,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Elk Hunter,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Champion's Greatbow,Weapon (longbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Killskull Longbow of Dread,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Redeemer's Regards,Weapon (longbow),Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Screaming Longbow,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gentleman's Saber,Weapon (longsword or scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Dragon Katana,Weapon (longsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Lily,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Resonance,Weapon (longsword),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Viper's Katana,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mace of Vampire Slaying,Weapon (mace or morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dawn and Dusk,Weapon (mace or sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef's Heated Skillet,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lifeburst,Weapon (mace),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Mace of the Priest,Weapon (mace),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Toadstool Mace,Weapon (mace),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crashing Tide Hammer,Weapon (maul or warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlebrew Maul,Weapon (maul),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Focus Breaker,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hammer of the Ram,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironleaf Maul of Entanglement,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Maul of the Guiding Star,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonfallen Maul,Weapon (maul),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Radiant Defender,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Star,Weapon (morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dawnbringer,Weapon (morningstar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Iron Rose,Weapon (morningstar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Exlipse,Weapon (morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolt Rifle,Weapon (musket),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Demolitionist's Musket,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rifle of Gusts,Weapon (musket),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
